Time(ms) V(mV) m( ) h( ) j( ) d( ) f( ) x( ) CaI(mMol )
  2.0000e-01 -8.4503e+01  1.6788e-03  9.8329e-01  9.8950e-01  2.9997e-03  1.0000e-00  5.6001e-03  1.9970e-04
  2.1000e-01 -8.4503e+01  1.6787e-03  9.8329e-01  9.8950e-01  2.9997e-03  1.0000e-00  5.6001e-03  1.9968e-04
  2.2000e-01 -8.4503e+01  1.6787e-03  9.8329e-01  9.8950e-01  2.9997e-03  1.0000e-00  5.6001e-03  1.9967e-04
  2.3000e-01 -8.4503e+01  1.6787e-03  9.8329e-01  9.8950e-01  2.9997e-03  1.0000e-00  5.6001e-03  1.9965e-04
  2.4000e-01 -8.4503e+01  1.6787e-03  9.8329e-01  9.8950e-01  2.9997e-03  1.0000e-00  5.6001e-03  1.9964e-04
  2.5000e-01 -8.4503e+01  1.6786e-03  9.8329e-01  9.8950e-01  2.9997e-03  1.0000e-00  5.6001e-03  1.9962e-04
  2.6000e-01 -8.4504e+01  1.6786e-03  9.8329e-01  9.8950e-01  2.9996e-03  1.0000e-00  5.6001e-03  1.9961e-04
  2.7000e-01 -8.4504e+01  1.6785e-03  9.8329e-01  9.8950e-01  2.9996e-03  1.0000e-00  5.6001e-03  1.9959e-04
  2.8000e-01 -8.4504e+01  1.6785e-03  9.8329e-01  9.8950e-01  2.9996e-03  1.0000e-00  5.6001e-03  1.9958e-04
  2.9000e-01 -8.4504e+01  1.6785e-03  9.8329e-01  9.8950e-01  2.9996e-03  1.0000e-00  5.6001e-03  1.9957e-04
  3.0000e-01 -8.4504e+01  1.6784e-03  9.8329e-01  9.8950e-01  2.9996e-03  1.0000e-00  5.6001e-03  1.9955e-04
  3.1000e-01 -8.4504e+01  1.6784e-03  9.8329e-01  9.8950e-01  2.9996e-03  1.0000e-00  5.6001e-03  1.9954e-04
  3.2000e-01 -8.4504e+01  1.6784e-03  9.8329e-01  9.8950e-01  2.9996e-03  1.0000e-00  5.6001e-03  1.9952e-04
  3.3000e-01 -8.4505e+01  1.6783e-03  9.8329e-01  9.8950e-01  2.9995e-03  1.0000e-00  5.6001e-03  1.9951e-04
  3.4000e-01 -8.4505e+01  1.6783e-03  9.8329e-01  9.8950e-01  2.9995e-03  1.0000e-00  5.6001e-03  1.9949e-04
  3.5000e-01 -8.4505e+01  1.6782e-03  9.8329e-01  9.8950e-01  2.9995e-03  1.0000e-00  5.6001e-03  1.9948e-04
  3.6000e-01 -8.4505e+01  1.6782e-03  9.8329e-01  9.8950e-01  2.9995e-03  1.0000e-00  5.6001e-03  1.9946e-04
  3.7000e-01 -8.4505e+01  1.6782e-03  9.8328e-01  9.8950e-01  2.9995e-03  1.0000e-00  5.6001e-03  1.9945e-04
  3.8000e-01 -8.4505e+01  1.6781e-03  9.8328e-01  9.8950e-01  2.9995e-03  1.0000e-00  5.6001e-03  1.9943e-04
  3.9000e-01 -8.4505e+01  1.6781e-03  9.8328e-01  9.8950e-01  2.9995e-03  1.0000e-00  5.6001e-03  1.9942e-04
  4.0000e-01 -8.4505e+01  1.6781e-03  9.8328e-01  9.8950e-01  2.9995e-03  1.0000e-00  5.6001e-03  1.9940e-04
  4.1000e-01 -8.4506e+01  1.6780e-03  9.8328e-01  9.8950e-01  2.9994e-03  1.0000e-00  5.6001e-03  1.9939e-04
  4.2000e-01 -8.4506e+01  1.6780e-03  9.8328e-01  9.8950e-01  2.9994e-03  1.0000e-00  5.6001e-03  1.9937e-04
  4.3000e-01 -8.4506e+01  1.6780e-03  9.8328e-01  9.8950e-01  2.9994e-03  1.0000e-00  5.6001e-03  1.9936e-04
  4.4000e-01 -8.4506e+01  1.6779e-03  9.8328e-01  9.8950e-01  2.9994e-03  1.0000e-00  5.6001e-03  1.9934e-04
  4.5000e-01 -8.4506e+01  1.6779e-03  9.8328e-01  9.8950e-01  2.9994e-03  1.0000e-00  5.6001e-03  1.9933e-04
  4.6000e-01 -8.4506e+01  1.6778e-03  9.8328e-01  9.8950e-01  2.9994e-03  1.0000e-00  5.6001e-03  1.9931e-04
  4.7000e-01 -8.4506e+01  1.6778e-03  9.8328e-01  9.8950e-01  2.9993e-03  1.0000e-00  5.6001e-03  1.9930e-04
  4.8000e-01 -8.4506e+01  1.6778e-03  9.8328e-01  9.8950e-01  2.9993e-03  1.0000e-00  5.6001e-03  1.9928e-04
  4.9000e-01 -8.4507e+01  1.6777e-03  9.8328e-01  9.8950e-01  2.9993e-03  1.0000e-00  5.6001e-03  1.9927e-04
  5.0000e-01 -8.4507e+01  1.6777e-03  9.8328e-01  9.8950e-01  2.9993e-03  1.0000e-00  5.6001e-03  1.9926e-04
  5.1000e-01 -8.4507e+01  1.6777e-03  9.8328e-01  9.8950e-01  2.9993e-03  1.0000e-00  5.6002e-03  1.9924e-04
  5.2000e-01 -8.4507e+01  1.6776e-03  9.8328e-01  9.8950e-01  2.9993e-03  1.0000e-00  5.6002e-03  1.9923e-04
  5.3000e-01 -8.4507e+01  1.6776e-03  9.8328e-01  9.8950e-01  2.9993e-03  1.0000e-00  5.6002e-03  1.9921e-04
  5.4000e-01 -8.4507e+01  1.6776e-03  9.8328e-01  9.8950e-01  2.9992e-03  1.0000e-00  5.6002e-03  1.9920e-04
  5.5000e-01 -8.4507e+01  1.6775e-03  9.8328e-01  9.8950e-01  2.9992e-03  1.0000e-00  5.6002e-03  1.9918e-04
  5.6000e-01 -8.4507e+01  1.6775e-03  9.8328e-01  9.8950e-01  2.9992e-03  1.0000e-00  5.6002e-03  1.9917e-04
  5.7000e-01 -8.4508e+01  1.6775e-03  9.8328e-01  9.8950e-01  2.9992e-03  1.0000e-00  5.6002e-03  1.9915e-04
  5.8000e-01 -8.4508e+01  1.6774e-03  9.8328e-01  9.8950e-01  2.9992e-03  1.0000e-00  5.6002e-03  1.9914e-04
  5.9000e-01 -8.4508e+01  1.6774e-03  9.8328e-01  9.8950e-01  2.9992e-03  1.0000e-00  5.6002e-03  1.9912e-04
  6.0000e-01 -8.4508e+01  1.6774e-03  9.8328e-01  9.8950e-01  2.9992e-03  1.0000e-00  5.6002e-03  1.9911e-04
  6.1000e-01 -8.4508e+01  1.6773e-03  9.8328e-01  9.8950e-01  2.9991e-03  1.0000e-00  5.6002e-03  1.9910e-04
  6.2000e-01 -8.4508e+01  1.6773e-03  9.8328e-01  9.8950e-01  2.9991e-03  1.0000e-00  5.6002e-03  1.9908e-04
  6.3000e-01 -8.4508e+01  1.6773e-03  9.8328e-01  9.8950e-01  2.9991e-03  1.0000e-00  5.6002e-03  1.9907e-04
  6.4000e-01 -8.4508e+01  1.6772e-03  9.8328e-01  9.8950e-01  2.9991e-03  1.0000e-00  5.6002e-03  1.9905e-04
  6.5000e-01 -8.4509e+01  1.6772e-03  9.8328e-01  9.8950e-01  2.9991e-03  1.0000e-00  5.6002e-03  1.9904e-04
  6.6000e-01 -8.4509e+01  1.6772e-03  9.8327e-01  9.8950e-01  2.9991e-03  1.0000e-00  5.6002e-03  1.9902e-04
  6.7000e-01 -8.4509e+01  1.6771e-03  9.8327e-01  9.8950e-01  2.9991e-03  1.0000e-00  5.6002e-03  1.9901e-04
  6.8000e-01 -8.4509e+01  1.6771e-03  9.8327e-01  9.8950e-01  2.9990e-03  1.0000e-00  5.6002e-03  1.9899e-04
  6.9000e-01 -8.4509e+01  1.6771e-03  9.8327e-01  9.8950e-01  2.9990e-03  1.0000e-00  5.6002e-03  1.9898e-04
  7.0000e-01 -8.4509e+01  1.6770e-03  9.8327e-01  9.8950e-01  2.9990e-03  1.0000e-00  5.6002e-03  1.9897e-04
  7.1000e-01 -8.4509e+01  1.6770e-03  9.8327e-01  9.8950e-01  2.9990e-03  1.0000e-00  5.6002e-03  1.9895e-04
  7.2000e-01 -8.4509e+01  1.6770e-03  9.8327e-01  9.8950e-01  2.9990e-03  1.0000e-00  5.6002e-03  1.9894e-04
  7.3000e-01 -8.4509e+01  1.6769e-03  9.8327e-01  9.8950e-01  2.9990e-03  1.0000e-00  5.6002e-03  1.9892e-04
  7.4000e-01 -8.4510e+01  1.6769e-03  9.8327e-01  9.8950e-01  2.9990e-03  1.0000e-00  5.6002e-03  1.9891e-04
  7.5000e-01 -8.4510e+01  1.6769e-03  9.8327e-01  9.8950e-01  2.9989e-03  1.0000e-00  5.6002e-03  1.9889e-04
  7.6000e-01 -8.4510e+01  1.6768e-03  9.8327e-01  9.8950e-01  2.9989e-03  1.0000e-00  5.6002e-03  1.9888e-04
  7.7000e-01 -8.4510e+01  1.6768e-03  9.8327e-01  9.8950e-01  2.9989e-03  1.0000e-00  5.6002e-03  1.9886e-04
  7.8000e-01 -8.4510e+01  1.6768e-03  9.8327e-01  9.8950e-01  2.9989e-03  1.0000e-00  5.6002e-03  1.9885e-04
  7.9000e-01 -8.4510e+01  1.6767e-03  9.8327e-01  9.8950e-01  2.9989e-03  1.0000e-00  5.6002e-03  1.9884e-04
  8.0000e-01 -8.4510e+01  1.6767e-03  9.8327e-01  9.8950e-01  2.9989e-03  1.0000e-00  5.6002e-03  1.9882e-04
  8.1000e-01 -8.4510e+01  1.6767e-03  9.8327e-01  9.8950e-01  2.9988e-03  1.0000e-00  5.6002e-03  1.9881e-04
  8.2000e-01 -8.4511e+01  1.6766e-03  9.8327e-01  9.8950e-01  2.9988e-03  1.0000e-00  5.6002e-03  1.9879e-04
  8.3000e-01 -8.4511e+01  1.6766e-03  9.8327e-01  9.8950e-01  2.9988e-03  1.0000e-00  5.6002e-03  1.9878e-04
  8.4000e-01 -8.4511e+01  1.6766e-03  9.8327e-01  9.8950e-01  2.9988e-03  1.0000e-00  5.6002e-03  1.9876e-04
  8.5000e-01 -8.4511e+01  1.6766e-03  9.8327e-01  9.8950e-01  2.9988e-03  1.0000e-00  5.6002e-03  1.9875e-04
  8.6000e-01 -8.4511e+01  1.6765e-03  9.8327e-01  9.8950e-01  2.9988e-03  1.0000e-00  5.6003e-03  1.9874e-04
  8.7000e-01 -8.4511e+01  1.6765e-03  9.8327e-01  9.8950e-01  2.9988e-03  1.0000e-00  5.6003e-03  1.9872e-04
  8.8000e-01 -8.4511e+01  1.6765e-03  9.8327e-01  9.8950e-01  2.9987e-03  1.0000e-00  5.6003e-03  1.9871e-04
  8.9000e-01 -8.4511e+01  1.6764e-03  9.8327e-01  9.8950e-01  2.9987e-03  1.0000e-00  5.6003e-03  1.9869e-04
  9.0000e-01 -8.4511e+01  1.6764e-03  9.8327e-01  9.8950e-01  2.9987e-03  1.0000e-00  5.6003e-03  1.9868e-04
  9.1000e-01 -8.4512e+01  1.6764e-03  9.8327e-01  9.8950e-01  2.9987e-03  1.0000e-00  5.6003e-03  1.9866e-04
  9.2000e-01 -8.4512e+01  1.6763e-03  9.8327e-01  9.8950e-01  2.9987e-03  1.0000e-00  5.6003e-03  1.9865e-04
  9.3000e-01 -8.4512e+01  1.6763e-03  9.8327e-01  9.8950e-01  2.9987e-03  1.0000e-00  5.6003e-03  1.9864e-04
  9.4000e-01 -8.4512e+01  1.6763e-03  9.8327e-01  9.8950e-01  2.9987e-03  1.0000e-00  5.6003e-03  1.9862e-04
  9.5000e-01 -8.4512e+01  1.6762e-03  9.8327e-01  9.8950e-01  2.9986e-03  1.0000e-00  5.6003e-03  1.9861e-04
  9.6000e-01 -8.4512e+01  1.6762e-03  9.8327e-01  9.8950e-01  2.9986e-03  1.0000e-00  5.6003e-03  1.9859e-04
  9.7000e-01 -8.4512e+01  1.6762e-03  9.8327e-01  9.8950e-01  2.9986e-03  1.0000e-00  5.6003e-03  1.9858e-04
  9.8000e-01 -8.4512e+01  1.6762e-03  9.8327e-01  9.8950e-01  2.9986e-03  1.0000e-00  5.6003e-03  1.9857e-04
  9.9000e-01 -8.4512e+01  1.6761e-03  9.8327e-01  9.8950e-01  2.9986e-03  1.0000e-00  5.6003e-03  1.9855e-04
  1.0000e+00 -8.4512e+01  1.6761e-03  9.8327e-01  9.8950e-01  2.9986e-03  1.0000e-00  5.6003e-03  1.9854e-04
