Time(ms) V(milliamperes) n( ) h( ) m( )
  0.0000e+00  0.0000e+00  3.1768e-01  5.9612e-01  5.2930e-02
  1.0000e-02 -3.8794e-05  3.1768e-01  5.9612e-01  5.2930e-02
  2.0000e-02 -7.7400e-05  3.1768e-01  5.9612e-01  5.2930e-02
  3.0000e-02 -1.1582e-04  3.1768e-01  5.9612e-01  5.2930e-02
  4.0000e-02 -1.5407e-04  3.1768e-01  5.9612e-01  5.2930e-02
  5.0000e-02 -1.9214e-04  3.1768e-01  5.9612e-01  5.2931e-02
  6.0000e-02 -2.3005e-04  3.1768e-01  5.9612e-01  5.2931e-02
  7.0000e-02 -2.6778e-04  3.1768e-01  5.9612e-01  5.2931e-02
  8.0000e-02 -3.0536e-04  3.1768e-01  5.9612e-01  5.2931e-02
  9.0000e-02 -3.4277e-04  3.1768e-01  5.9612e-01  5.2931e-02
  1.0000e-01 -3.8003e-04  3.1768e-01  5.9612e-01  5.2931e-02
  1.1000e-01 -4.1714e-04  3.1768e-01  5.9612e-01  5.2931e-02
  1.2000e-01 -4.5409e-04  3.1768e-01  5.9612e-01  5.2932e-02
  1.3000e-01 -4.9090e-04  3.1768e-01  5.9612e-01  5.2932e-02
  1.4000e-01 -5.2757e-04  3.1768e-01  5.9612e-01  5.2932e-02
  1.5000e-01 -5.6409e-04  3.1768e-01  5.9612e-01  5.2932e-02
  1.6000e-01 -6.0047e-04  3.1768e-01  5.9612e-01  5.2932e-02
  1.7000e-01 -6.3672e-04  3.1768e-01  5.9612e-01  5.2932e-02
  1.8000e-01 -6.7283e-04  3.1768e-01  5.9612e-01  5.2933e-02
  1.9000e-01 -7.0881e-04  3.1768e-01  5.9612e-01  5.2933e-02
  2.0000e-01 -7.4465e-04  3.1768e-01  5.9612e-01  5.2933e-02
  2.1000e-01 -7.8037e-04  3.1768e-01  5.9612e-01  5.2933e-02
  2.2000e-01 -8.1596e-04  3.1768e-01  5.9612e-01  5.2933e-02
  2.3000e-01 -8.5142e-04  3.1768e-01  5.9612e-01  5.2933e-02
  2.4000e-01 -8.8676e-04  3.1768e-01  5.9612e-01  5.2934e-02
  2.5000e-01 -9.2197e-04  3.1768e-01  5.9612e-01  5.2934e-02
  2.6000e-01 -9.5707e-04  3.1768e-01  5.9612e-01  5.2934e-02
  2.7000e-01 -9.9204e-04  3.1768e-01  5.9612e-01  5.2934e-02
  2.8000e-01 -1.0269e-03  3.1768e-01  5.9612e-01  5.2934e-02
  2.9000e-01 -1.0616e-03  3.1768e-01  5.9612e-01  5.2935e-02
  3.0000e-01 -1.0962e-03  3.1768e-01  5.9612e-01  5.2935e-02
  3.1000e-01 -1.1307e-03  3.1768e-01  5.9612e-01  5.2935e-02
  3.2000e-01 -1.1651e-03  3.1768e-01  5.9612e-01  5.2935e-02
  3.3000e-01 -1.1994e-03  3.1768e-01  5.9612e-01  5.2935e-02
  3.4000e-01 -1.2336e-03  3.1768e-01  5.9612e-01  5.2936e-02
  3.5000e-01 -1.2676e-03  3.1768e-01  5.9612e-01  5.2936e-02
  3.6000e-01 -1.3015e-03  3.1768e-01  5.9612e-01  5.2936e-02
  3.7000e-01 -1.3354e-03  3.1768e-01  5.9612e-01  5.2936e-02
  3.8000e-01 -1.3691e-03  3.1768e-01  5.9612e-01  5.2936e-02
  3.9000e-01 -1.4027e-03  3.1768e-01  5.9612e-01  5.2937e-02
  4.0000e-01 -1.4362e-03  3.1768e-01  5.9612e-01  5.2937e-02
  4.1000e-01 -1.4695e-03  3.1768e-01  5.9612e-01  5.2937e-02
  4.2000e-01 -1.5028e-03  3.1768e-01  5.9612e-01  5.2937e-02
  4.3000e-01 -1.5360e-03  3.1768e-01  5.9612e-01  5.2937e-02
  4.4000e-01 -1.5691e-03  3.1768e-01  5.9612e-01  5.2938e-02
  4.5000e-01 -1.6020e-03  3.1768e-01  5.9612e-01  5.2938e-02
  4.6000e-01 -1.6349e-03  3.1768e-01  5.9612e-01  5.2938e-02
  4.7000e-01 -1.6676e-03  3.1768e-01  5.9612e-01  5.2938e-02
  4.8000e-01 -1.7002e-03  3.1768e-01  5.9612e-01  5.2938e-02
  4.9000e-01 -1.7328e-03  3.1768e-01  5.9612e-01  5.2939e-02
  5.0000e-01 -1.7652e-03  3.1768e-01  5.9612e-01  5.2939e-02
  5.1000e-01 -1.7975e-03  3.1768e-01  5.9612e-01  5.2939e-02
  5.2000e-01 -1.8297e-03  3.1768e-01  5.9612e-01  5.2939e-02
  5.3000e-01 -1.8618e-03  3.1768e-01  5.9612e-01  5.2939e-02
  5.4000e-01 -1.8938e-03  3.1768e-01  5.9612e-01  5.2940e-02
  5.5000e-01 -1.9258e-03  3.1768e-01  5.9612e-01  5.2940e-02
  5.6000e-01 -1.9576e-03  3.1768e-01  5.9612e-01  5.2940e-02
  5.7000e-01 -1.9893e-03  3.1768e-01  5.9612e-01  5.2940e-02
  5.8000e-01 -2.0208e-03  3.1768e-01  5.9612e-01  5.2940e-02
  5.9000e-01 -2.0523e-03  3.1768e-01  5.9612e-01  5.2941e-02
  6.0000e-01 -2.0837e-03  3.1768e-01  5.9612e-01  5.2941e-02
  6.1000e-01 -2.1150e-03  3.1768e-01  5.9612e-01  5.2941e-02
  6.2000e-01 -2.1462e-03  3.1768e-01  5.9612e-01  5.2941e-02
  6.3000e-01 -2.1773e-03  3.1768e-01  5.9612e-01  5.2941e-02
  6.4000e-01 -2.2082e-03  3.1768e-01  5.9612e-01  5.2942e-02
  6.5000e-01 -2.2391e-03  3.1768e-01  5.9612e-01  5.2942e-02
  6.6000e-01 -2.2699e-03  3.1768e-01  5.9612e-01  5.2942e-02
  6.7000e-01 -2.3006e-03  3.1768e-01  5.9612e-01  5.2942e-02
  6.8000e-01 -2.3311e-03  3.1768e-01  5.9612e-01  5.2942e-02
  6.9000e-01 -2.3616e-03  3.1768e-01  5.9612e-01  5.2943e-02
  7.0000e-01 -2.3920e-03  3.1768e-01  5.9612e-01  5.2943e-02
  7.1000e-01 -2.4222e-03  3.1768e-01  5.9612e-01  5.2943e-02
  7.2000e-01 -2.4524e-03  3.1768e-01  5.9612e-01  5.2943e-02
  7.3000e-01 -2.4824e-03  3.1768e-01  5.9612e-01  5.2943e-02
  7.4000e-01 -2.5124e-03  3.1768e-01  5.9612e-01  5.2944e-02
  7.5000e-01 -2.5422e-03  3.1768e-01  5.9612e-01  5.2944e-02
  7.6000e-01 -2.5720e-03  3.1768e-01  5.9612e-01  5.2944e-02
  7.7000e-01 -2.6016e-03  3.1768e-01  5.9612e-01  5.2944e-02
