Time(ms) V(milliamperes) n( ) h( ) m( )
  0.0000e+00  0.0000e+00  3.1768e-01  5.9612e-01  5.2930e-02
  7.8000e-01 -2.6312e-03  3.1768e-01  5.9612e-01  5.2944e-02
  7.9000e-01 -2.6606e-03  3.1768e-01  5.9612e-01  5.2945e-02
  8.0000e-01 -2.6899e-03  3.1768e-01  5.9612e-01  5.2945e-02
  8.1000e-01 -2.7192e-03  3.1768e-01  5.9612e-01  5.2945e-02
  8.2000e-01 -2.7483e-03  3.1768e-01  5.9612e-01  5.2945e-02
  8.3000e-01 -2.7773e-03  3.1768e-01  5.9612e-01  5.2945e-02
  8.4000e-01 -2.8063e-03  3.1768e-01  5.9612e-01  5.2945e-02
  8.5000e-01 -2.8351e-03  3.1768e-01  5.9612e-01  5.2946e-02
  8.6000e-01 -2.8638e-03  3.1768e-01  5.9611e-01  5.2946e-02
  8.7000e-01 -2.8924e-03  3.1768e-01  5.9611e-01  5.2946e-02
  8.8000e-01 -2.9210e-03  3.1768e-01  5.9611e-01  5.2946e-02
  8.9000e-01 -2.9494e-03  3.1768e-01  5.9611e-01  5.2946e-02
  9.0000e-01 -2.9777e-03  3.1768e-01  5.9611e-01  5.2947e-02
  9.1000e-01 -3.0059e-03  3.1768e-01  5.9611e-01  5.2947e-02
  9.2000e-01 -3.0340e-03  3.1768e-01  5.9611e-01  5.2947e-02
  9.3000e-01 -3.0620e-03  3.1768e-01  5.9611e-01  5.2947e-02
  9.4000e-01 -3.0899e-03  3.1768e-01  5.9611e-01  5.2947e-02
  9.5000e-01 -3.1177e-03  3.1768e-01  5.9611e-01  5.2948e-02
  9.6000e-01 -3.1454e-03  3.1768e-01  5.9611e-01  5.2948e-02
  9.7000e-01 -3.1730e-03  3.1768e-01  5.9611e-01  5.2948e-02
  9.8000e-01 -3.2005e-03  3.1768e-01  5.9611e-01  5.2948e-02
  9.9000e-01 -3.2279e-03  3.1768e-01  5.9611e-01  5.2948e-02
  1.0000e+00 -3.2551e-03  3.1768e-01  5.9611e-01  5.2948e-02
