Space(dimensionless) Concentration(mM) X(dimensionless) Pressure(Pa) Cell Velocity( )
  0.0000e+00  7.7598e-01  1.1831e+00  4.9999e-01  4.2566e-03
  1.1831e-02  7.7600e-01  1.1831e+00  4.9994e-01  8.5133e-03
  2.3662e-02  7.7606e-01  1.1831e+00  4.9979e-01  1.7027e-02
  3.5492e-02  7.7617e-01  1.1831e+00  4.9954e-01  2.5540e-02
  4.7323e-02  7.7633e-01  1.1831e+00  4.9919e-01  3.4053e-02
  5.9154e-02  7.7652e-01  1.1831e+00  4.9874e-01  4.2567e-02
  7.0985e-02  7.7676e-01  1.1831e+00  4.9819e-01  5.1080e-02
  8.2816e-02  7.7705e-01  1.1831e+00  4.9754e-01  5.9594e-02
  9.4646e-02  7.7738e-01  1.1831e+00  4.9679e-01  6.8107e-02
  1.0648e-01  7.7775e-01  1.1831e+00  4.9594e-01  7.6620e-02
  1.1831e-01  7.7816e-01  1.1831e+00  4.9499e-01  8.5134e-02
  1.3014e-01  7.7862e-01  1.1831e+00  4.9394e-01  9.3647e-02
  1.4197e-01  7.7912e-01  1.1831e+00  4.9279e-01  1.0216e-01
  1.5380e-01  7.7967e-01  1.1831e+00  4.9154e-01  1.1067e-01
  1.6563e-01  7.8026e-01  1.1831e+00  4.9019e-01  1.1919e-01
  1.7746e-01  7.8089e-01  1.1831e+00  4.8874e-01  1.2770e-01
  1.8929e-01  7.8157e-01  1.1831e+00  4.8719e-01  1.3621e-01
  2.0112e-01  7.8230e-01  1.1831e+00  4.8554e-01  1.4473e-01
  2.1295e-01  7.8306e-01  1.1831e+00  4.8379e-01  1.5324e-01
  2.2479e-01  7.8387e-01  1.1831e+00  4.8194e-01  1.6175e-01
  2.3662e-01  7.8472e-01  1.1831e+00  4.7999e-01  1.7027e-01
  2.4845e-01  7.8562e-01  1.1831e+00  4.7794e-01  1.7878e-01
  2.6028e-01  7.8656e-01  1.1831e+00  4.7579e-01  1.8729e-01
  2.7211e-01  7.8755e-01  1.1831e+00  4.7354e-01  1.9581e-01
  2.8394e-01  7.8858e-01  1.1831e+00  4.7119e-01  2.0432e-01
  2.9577e-01  7.8965e-01  1.1831e+00  4.6874e-01  2.1283e-01
  3.0760e-01  7.9077e-01  1.1831e+00  4.6619e-01  2.2135e-01
  3.1943e-01  7.9193e-01  1.1831e+00  4.6354e-01  2.2986e-01
  3.3126e-01  7.9314e-01  1.1831e+00  4.6079e-01  2.3837e-01
  3.4309e-01  7.9439e-01  1.1831e+00  4.5794e-01  2.4689e-01
  3.5492e-01  7.9569e-01  1.1831e+00  4.5499e-01  2.5540e-01
  3.6675e-01  7.9702e-01  1.1831e+00  4.5195e-01  2.6391e-01
  3.7859e-01  7.9841e-01  1.1831e+00  4.4880e-01  2.7243e-01
  3.9042e-01  7.9984e-01  1.1831e+00  4.4555e-01  2.8094e-01
  4.0225e-01  8.0131e-01  1.1831e+00  4.4220e-01  2.8945e-01
  4.1408e-01  8.0282e-01  1.1831e+00  4.3875e-01  2.9797e-01
  4.2591e-01  8.0439e-01  1.1831e+00  4.3520e-01  3.0648e-01
  4.3774e-01  8.0599e-01  1.1831e+00  4.3155e-01  3.1499e-01
  4.4957e-01  8.0764e-01  1.1831e+00  4.2780e-01  3.2351e-01
  4.6140e-01  8.0934e-01  1.1831e+00  4.2395e-01  3.3202e-01
  4.7323e-01  8.1108e-01  1.1831e+00  4.2000e-01  3.4053e-01
  4.8506e-01  8.1286e-01  1.1831e+00  4.1595e-01  3.4905e-01
  4.9689e-01  8.1469e-01  1.1831e+00  4.1180e-01  3.5756e-01
  5.0872e-01  8.1657e-01  1.1831e+00  4.0755e-01  3.6607e-01
  5.2055e-01  8.1849e-01  1.1831e+00  4.0320e-01  3.7459e-01
  5.3239e-01  8.2045e-01  1.1831e+00  3.9875e-01  3.8310e-01
  5.4422e-01  8.2246e-01  1.1831e+00  3.9420e-01  3.9161e-01
  5.5605e-01  8.2451e-01  1.1831e+00  3.8955e-01  4.0013e-01
  5.6788e-01  8.2661e-01  1.1831e+00  3.8480e-01  4.0864e-01
  5.7971e-01  8.2876e-01  1.1831e+00  3.7995e-01  4.1715e-01
  5.9154e-01  8.3095e-01  1.1831e+00  3.7500e-01  4.2567e-01
  6.0337e-01  8.3319e-01  1.1831e+00  3.6995e-01  4.3418e-01
