Space(dimensionless) Concentration(mM) X(dimensionless) Pressure(Pa) Cell Velocity( )
  6.1520e-01  8.3547e-01  1.1831e+00  3.6480e-01  4.4270e-01
  6.2703e-01  8.3779e-01  1.1831e+00  3.5955e-01  4.5121e-01
  6.3886e-01  8.4017e-01  1.1831e+00  3.5420e-01  4.5972e-01
  6.5069e-01  8.4258e-01  1.1831e+00  3.4875e-01  4.6824e-01
  6.6252e-01  8.4505e-01  1.1831e+00  3.4320e-01  4.7675e-01
  6.7436e-01  8.4756e-01  1.1831e+00  3.3755e-01  4.8526e-01
  6.8619e-01  8.5011e-01  1.1831e+00  3.3180e-01  4.9378e-01
  6.9802e-01  8.5271e-01  1.1831e+00  3.2595e-01  5.0229e-01
  7.0985e-01  8.5536e-01  1.1831e+00  3.2000e-01  5.1080e-01
  7.2168e-01  8.5806e-01  1.1831e+00  3.1395e-01  5.1932e-01
  7.3351e-01  8.6080e-01  1.1831e+00  3.0780e-01  5.2783e-01
  7.4534e-01  8.6358e-01  1.1831e+00  3.0155e-01  5.3634e-01
  7.5717e-01  8.6641e-01  1.1831e+00  2.9520e-01  5.4486e-01
  7.6900e-01  8.6929e-01  1.1831e+00  2.8875e-01  5.5337e-01
  7.8083e-01  8.7222e-01  1.1831e+00  2.8220e-01  5.6188e-01
  7.9266e-01  8.7519e-01  1.1831e+00  2.7555e-01  5.7040e-01
  8.0449e-01  8.7821e-01  1.1831e+00  2.6880e-01  5.7891e-01
  8.1632e-01  8.8127e-01  1.1831e+00  2.6195e-01  5.8742e-01
  8.2816e-01  8.8438e-01  1.1831e+00  2.5500e-01  5.9594e-01
  8.3999e-01  8.8754e-01  1.1831e+00  2.4795e-01  6.0445e-01
  8.5182e-01  8.9075e-01  1.1831e+00  2.4080e-01  6.1296e-01
  8.6365e-01  8.9400e-01  1.1831e+00  2.3355e-01  6.2148e-01
  8.7548e-01  8.9730e-01  1.1831e+00  2.2620e-01  6.2999e-01
  8.8731e-01  9.0065e-01  1.1831e+00  2.1875e-01  6.3850e-01
  8.9914e-01  9.0405e-01  1.1831e+00  2.1120e-01  6.4702e-01
  9.1097e-01  9.0749e-01  1.1831e+00  2.0355e-01  6.5553e-01
  9.2280e-01  9.1098e-01  1.1831e+00  1.9580e-01  6.6404e-01
  9.3463e-01  9.1452e-01  1.1831e+00  1.8795e-01  6.7256e-01
  9.4646e-01  9.1810e-01  1.1831e+00  1.8000e-01  6.8107e-01
  9.5829e-01  9.2174e-01  1.1831e+00  1.7195e-01  6.8958e-01
  9.7012e-01  9.2542e-01  1.1831e+00  1.6380e-01  6.9810e-01
  9.8196e-01  9.2915e-01  1.1831e+00  1.5555e-01  7.0661e-01
  9.9379e-01  9.3292e-01  1.1831e+00  1.4720e-01  7.1512e-01
  1.0056e+00  9.3675e-01  1.1831e+00  1.3875e-01  7.2364e-01
  1.0174e+00  9.4062e-01  1.1831e+00  1.3020e-01  7.3215e-01
  1.0293e+00  9.4455e-01  1.1831e+00  1.2155e-01  7.4067e-01
  1.0411e+00  9.4852e-01  1.1831e+00  1.1280e-01  7.4918e-01
  1.0529e+00  9.5254e-01  1.1831e+00  1.0395e-01  7.5769e-01
  1.0648e+00  9.5661e-01  1.1831e+00  9.4999e-02  7.6621e-01
  1.0766e+00  9.6072e-01  1.1831e+00  8.5949e-02  7.7472e-01
  1.0884e+00  9.6489e-01  1.1831e+00  7.6799e-02  7.8323e-01
  1.1003e+00  9.6911e-01  1.1831e+00  6.7549e-02  7.9175e-01
  1.1121e+00  9.7337e-01  1.1831e+00  5.8199e-02  8.0026e-01
  1.1239e+00  9.7769e-01  1.1831e+00  4.8750e-02  8.0877e-01
  1.1358e+00  9.8205e-01  1.1831e+00  3.9200e-02  8.1729e-01
  1.1476e+00  9.8646e-01  1.1831e+00  2.9550e-02  8.2580e-01
  1.1594e+00  9.9092e-01  1.1831e+00  1.9800e-02  8.3431e-01
  1.1712e+00  9.9544e-01  1.1831e+00  9.9499e-03  8.4283e-01
  1.1831e+00  1.0000e+00  1.1831e+00  0.0000e+00  8.4708e-01
