Time(ms) fast_sodium_current_h_gate_h(milliamperes) fast_sodium_current_j_gate_j(milliamperes) fast_sodium_current_m_gate_m(milliamperes) L_type_calcium_current_d_gate_d(milliamperes) L_type_calcium_current_f_Ca_gate_f_Ca(milliamperes) L_type_calcium_current_f_gate_f(milliamperes) rapid_delayed_rectifier_current_X_r1_gate_X_r1(milliamperes) rapid_delayed_rectifier_current_X_r2_gate_X_r2(milliamperes) slow_delayed_rectifier_current_X_s_gate_X_s(milliamperes) transient_outward_current_r_gate_r(milliamperes) transient_outward_current_s_gate_s(milliamperes)
  0.0000e+00  7.5000e-01  7.5000e-01  0.0000e+00  0.0000e+00  1.0000e+00  1.0000e+00  0.0000e+00  1.0000e+00  0.0000e+00  0.0000e+00  1.0000e+00
  1.0000e-02  7.5033e-01  7.5003e-01  5.2723e-05  2.7675e-03  9.9993e-01  1.0000e-00  7.1932e-02  9.8881e-01  1.9214e-02  5.5529e-11  1.0000e-00
  2.0000e-02  7.5066e-01  7.5007e-01  1.0538e-04  5.4886e-03  9.9986e-01  1.0000e-00  1.3442e-01  9.7781e-01  3.7870e-02  1.1092e-10  1.0000e-00
  3.0000e-02  7.5100e-01  7.5010e-01  1.5796e-04  8.1641e-03  9.9613e-01  1.0000e-00  1.8870e-01  9.6701e-01  5.5985e-02  1.6618e-10  1.0000e-00
  4.0000e-02  7.5133e-01  7.5014e-01  2.1053e-04  1.0795e-02  9.9215e-01  1.0000e-00  2.3589e-01  9.5640e-01  7.3581e-02  2.2134e-10  1.0000e-00
  5.0000e-02  7.5165e-01  7.5017e-01  2.6320e-04  1.3382e-02  9.8805e-01  1.0000e-00  2.7696e-01  9.4597e-01  9.0689e-02  2.7648e-10  1.0000e-00
  6.0000e-02  7.5198e-01  7.5021e-01  3.1613e-04  1.5926e-02  9.8391e-01  1.0000e-00  3.1280e-01  9.3573e-01  1.0734e-01  3.3170e-10  1.0000e-00
  7.0000e-02  7.5230e-01  7.5024e-01  3.6951e-04  1.8429e-02  9.7978e-01  1.0000e-00  3.4416e-01  9.2567e-01  1.2359e-01  3.8714e-10  1.0000e-00
  8.0000e-02  7.5262e-01  7.5027e-01  4.2359e-04  2.0891e-02  9.7567e-01  1.0000e-00  3.7172e-01  9.1578e-01  1.3946e-01  4.4295e-10  1.0000e-00
  9.0000e-02  7.5294e-01  7.5031e-01  4.7864e-04  2.3314e-02  9.7157e-01  1.0000e-00  3.9605e-01  9.0608e-01  1.5499e-01  4.9932e-10  1.0000e-00
  1.0000e-01  7.5324e-01  7.5034e-01  5.3495e-04  2.5699e-02  9.6750e-01  1.0000e-00  4.1768e-01  8.9654e-01  1.7023e-01  5.5644e-10  1.0000e-00
  1.1000e-01  7.5354e-01  7.5037e-01  5.9283e-04  2.8046e-02  9.6345e-01  1.0000e-00  4.3702e-01  8.8718e-01  1.8522e-01  6.1449e-10  1.0000e-00
  1.2000e-01  7.5383e-01  7.5041e-01  6.5264e-04  3.0358e-02  9.5943e-01  1.0000e-00  4.5448e-01  8.7799e-01  1.9999e-01  6.7370e-10  1.0000e-00
  1.3000e-01  7.5412e-01  7.5044e-01  7.1477e-04  3.2635e-02  9.5542e-01  1.0000e-00  4.7037e-01  8.6897e-01  2.1459e-01  7.3430e-10  1.0000e-00
  1.4000e-01  7.5439e-01  7.5047e-01  7.7970e-04  3.4879e-02  9.5143e-01  1.0000e-00  4.8500e-01  8.6012e-01  2.2904e-01  7.9658e-10  1.0000e-00
  1.5000e-01  7.5464e-01  7.5050e-01  8.4799e-04  3.7090e-02  9.4746e-01  1.0000e-00  4.9866e-01  8.5144e-01  2.4340e-01  8.6086e-10  1.0000e-00
  1.6000e-01  7.5489e-01  7.5053e-01  9.2044e-04  3.9271e-02  9.4351e-01  1.0000e-00  5.1162e-01  8.4292e-01  2.5772e-01  9.2757e-10  1.0000e-00
  1.7000e-01  7.5512e-01  7.5056e-01  9.9806e-04  4.1423e-02  9.3958e-01  1.0000e-00  5.2416e-01  8.3457e-01  2.7206e-01  9.9729e-10  1.0000e-00
  1.8000e-01  7.5533e-01  7.5058e-01  1.0823e-03  4.3548e-02  9.3567e-01  1.0000e-00  5.3660e-01  8.2639e-01  2.8652e-01  1.0708e-09  1.0000e-00
  1.9000e-01  7.5553e-01  7.5061e-01  1.1753e-03  4.5649e-02  9.3178e-01  1.0000e-00  5.4928e-01  8.1838e-01  3.0119e-01  1.1491e-09  1.0000e-00
  2.0000e-01  7.5571e-01  7.5063e-01  1.2798e-03  4.7729e-02  9.2791e-01  1.0000e-00  5.6256e-01  8.1055e-01  3.1623e-01  1.2336e-09  1.0000e-00
  2.1000e-01  7.5586e-01  7.5066e-01  1.3996e-03  4.9792e-02  9.2405e-01  1.0000e-00  5.7682e-01  8.0290e-01  3.3176e-01  1.3260e-09  1.0000e-00
